iteration,value
0,-164.24572187500002
1,-171.6009225
2,-172.8958071875
3,-178.50773218749998
4,-178.50773218749998
5,-178.5912978125
6,-179.964153125
7,-181.49936749999998
8,-183.12106656249998
9,-183.17806624999997
