iteration,value
0,-28.026541637192736
1,-28.05268413600681
2,-29.130164870544128
3,-29.25728341861887
4,-30.055080864981782
5,-32.12938293126165
6,-32.185112046744955
7,-35.21764632575431
8,-35.21764632575431
9,-35.21764632575431
10,-35.21764632575431
11,-35.22056268153623
12,-35.23856481457922
13,-35.24790196872385
14,-35.75470695646295
15,-35.75470695646295
16,-35.75470695646295
17,-35.75470695646295
18,-35.75470695646295
19,-35.75470695646295
20,-35.75470695646295
21,-35.75470695646295
22,-35.75470695646295
23,-35.75470695646295
24,-35.75470695646295
25,-35.75470695646295
26,-35.75470695646295
27,-35.75470695646295
28,-35.75470695646295
29,-35.75470695646295
30,-35.75470695646295
31,-35.75470695646295
32,-35.75470695646295
33,-35.75470695646295
34,-35.75470695646295
35,-35.75470695646295
36,-35.75470695646295
37,-35.75470695646295
38,-35.75470695646295
39,-35.75470695646295
40,-35.75470695646295
41,-35.75470695646295
42,-35.75470695646295
43,-35.75470695646295
44,-35.75470695646295
45,-35.75470695646295
46,-35.75470695646295
47,-35.75470695646295
48,-35.75479334010069
49,-35.75479334010069
50,-35.75479334010069
51,-35.75479334010069
52,-35.75479334010069
53,-35.75479334010069
54,-35.75623017174702
55,-35.75623017174702
56,-35.75623017174702
57,-35.75623017174702
58,-35.75623017174702
59,-35.75623017174702
60,-35.75623017174702
61,-35.75623017174702
62,-35.75623017174702
63,-35.75623017174702
64,-35.75623017174702
65,-35.75623017174702
66,-35.75623017174702
67,-35.75623017174702
68,-35.75623017174702
69,-35.75623017174702
70,-35.75623017174702
71,-35.75623017174702
72,-35.75623017174702
73,-35.75623017174702
74,-35.75623017174702
75,-35.75623017174702
76,-35.75623017174702
77,-35.75623017174702
78,-35.75623017174702
79,-35.75623017174702
80,-35.75623017174702
81,-35.75623017174702
82,-35.75623017174702
83,-35.75623017174702
84,-35.75623017174702
85,-35.75623017174702
86,-35.75623017174702
87,-35.75623017174702
88,-35.75623017174702
89,-35.75623017174702
90,-35.75623017174702
91,-35.75623017174702
92,-35.75623017174702
93,-35.75623017174702
94,-35.75623017174702
95,-35.75623017174702
96,-35.75623017174702
97,-35.75623017174702
98,-35.75623017174702
99,-35.75623017174702
100,-35.75623017174702
101,-35.75623017174702
102,-35.75623017174702
103,-35.75623017174702
104,-35.75623017174702
105,-35.75623017174702
106,-35.75623017174702
107,-35.75623017174702
