iteration,value
1,3.301928094887362
2,0.020000000000000018
3,0.020000000000000018
4,0.020000000000000018
5,0.020000000000000018
6,-0.020000000000000018
7,0.020000000000000018
8,0.020000000000000018
9,0.0
10,-0.06000000000000005
11,0.0
12,-0.039999999999999945
13,-0.08000000000000003
14,-0.04754887502163467
15,-0.019999999999999973
16,-0.07999999999999993
17,-0.05999999999999996
18,-0.09999999999999991
19,-0.05999999999999996
20,0.020000000000000018
21,0.020000000000000018
22,-0.019999999999999928
23,-0.11999999999999993
24,-0.11999999999999988
25,-0.039999999999999904
26,0.020000000000000018
27,0.020000000000000018
28,0.0
29,-0.040000000000000036
30,-0.06000000000000001
31,-0.08000000000000003
32,-0.12754887502163462
33,-0.182646625064904
34,-0.0675488750216346
35,0.0
36,4.4408920985006264E-17
37,-0.039999999999999904
38,-0.09999999999999991
39,-0.09999999999999987
40,0.020000000000000018
41,0.020000000000000018
42,-0.039999999999999945
43,-0.039999999999999945
44,-0.039999999999999945
45,-0.019999999999999928
46,4.4408920985006264E-17
47,0.020000000000000018
48,-0.040000000000000036
49,-0.06000000000000001
50,-0.05999999999999996
51,-0.1
52,-0.2950977500432693
53,-0.18754887502163461
54,-0.16264662506490396
55,-0.05999999999999996
56,-0.019999999999999928
57,-0.07999999999999989
58,-0.07999999999999985
59,-0.07999999999999993
60,0.020000000000000018
61,0.020000000000000018
62,-0.019999999999999928
63,-0.11999999999999988
64,-0.11999999999999993
65,-0.05999999999999987
66,0.020000000000000018
67,4.4408920985006264E-17
68,-0.020000000000000018
69,4.4408920985006264E-17
70,-0.08000000000000003
71,4.4408920985006264E-17
72,-0.14754887502163463
73,-0.12000000000000002
74,-0.09999999999999995
75,-0.039999999999999945
76,-0.039999999999999994
77,-0.07999999999999993
78,-0.07999999999999985
79,-0.07999999999999985
80,0.020000000000000018
81,0.020000000000000018
82,-0.07999999999999989
83,-0.07999999999999999
84,-0.07999999999999993
85,-0.07999999999999985
86,0.020000000000000018
87,-0.019999999999999973
88,-0.05999999999999996
89,-0.020000000000000018
90,-0.039999999999999994
91,-0.08000000000000007
92,-0.19509775004326935
93,-0.039999999999999945
94,-0.05999999999999992
95,-0.019999999999999928
96,-0.11999999999999997
97,-0.039999999999999904
98,-0.07999999999999989
99,-0.039999999999999945
100,0.020000000000000018
101,0.020000000000000018
102,-0.039999999999999904
103,-0.05999999999999992
104,-0.09999999999999991
105,-0.07999999999999989
106,-0.039999999999999994
107,-0.039999999999999904
108,-0.039999999999999994
109,-0.06000000000000005
110,-0.039999999999999994
111,-0.06000000000000001
112,-0.16754887502163468
113,-0.16754887502163468
114,-0.019999999999999928
115,-0.05999999999999996
116,-0.11999999999999984
117,-0.039999999999999945
118,-0.039999999999999904
119,-0.019999999999999928
120,0.020000000000000018
121,0.020000000000000018
122,-0.019999999999999973
123,-0.07999999999999999
124,-0.020000000000000018
125,-0.039999999999999945
126,-0.019999999999999973
127,-0.039999999999999994
128,-0.039999999999999904
129,-0.08000000000000003
130,-0.08000000000000003
131,-0.019999999999999973
132,-0.11999999999999993
133,-0.1399999999999999
134,-0.1350977500432693
135,-0.05999999999999992
136,0.0
137,-0.09999999999999983
138,-0.05999999999999987
139,-0.05999999999999987
140,0.020000000000000018
141,0.020000000000000018
142,-0.039999999999999945
143,-0.07999999999999999
144,-0.09999999999999995
145,-0.020000000000000018
146,-0.05999999999999996
147,0.0
148,-0.05999999999999996
149,-0.1
150,0.0
151,-0.040000000000000036
152,-0.11999999999999988
153,-0.12754887502163476
154,-0.16754887502163446
155,-0.019999999999999928
156,-0.09999999999999987
157,-0.05999999999999987
158,-0.07999999999999989
159,-0.039999999999999904
160,0.020000000000000018
161,0.020000000000000018
162,4.4408920985006264E-17
163,-0.07999999999999999
164,-0.07999999999999999
165,-0.07999999999999993
166,-0.019999999999999973
167,0.020000000000000018
168,-0.040000000000000036
169,-0.07999999999999989
170,0.0
171,-0.039999999999999994
172,-0.09999999999999991
173,-0.1399999999999999
174,-0.10754887502163468
175,-0.019999999999999928
176,-0.05999999999999992
177,-0.05999999999999987
178,-0.07999999999999985
179,-0.019999999999999928
180,0.020000000000000018
181,0.020000000000000018
182,-0.039999999999999994
183,-0.039999999999999994
184,-0.09999999999999987
185,-0.06000000000000001
186,0.0
187,-0.020000000000000018
188,-0.039999999999999945
189,-0.019999999999999973
190,-0.05999999999999996
191,-0.019999999999999973
192,-0.10754887502163464
193,-0.18754887502163461
194,-0.039999999999999945
195,4.4408920985006264E-17
196,-0.039999999999999945
197,-0.039999999999999904
198,4.4408920985006264E-17
199,-0.05999999999999987
200,0.020000000000000018
