iteration,value
0,211693.28807530217
1,200549.4711430041
2,172161.39045865624
3,158461.014664551
4,131551.9911257564
5,124423.82454370425
6,122155.21755062407
7,117938.8150918308
8,117938.8150918308
9,117938.8150918308
10,117938.8150918308
11,117917.611160498
12,107710.50456312967
13,106556.14874753142
14,106556.14874753142
15,106421.19220019583
16,106421.19220019583
17,106421.19220019583
18,106421.19220019583
19,106421.19220019583
20,106421.19220019583
21,106421.19220019583
22,106421.19220019583
23,106421.19220019583
24,106421.19220019583
25,106421.19220019583
26,106421.19220019583
27,106421.19220019583
28,106421.19220019583
29,106421.19220019583
30,106421.19220019583
31,106421.19220019583
32,106421.19220019583
33,106421.19220019583
34,106421.19220019583
35,106421.19220019583
36,106421.19220019583
37,106421.19220019583
38,106421.19220019583
39,106421.19220019583
40,106421.19220019583
41,106421.19220019583
42,106421.19220019583
43,106421.19220019583
44,106421.19220019583
45,106421.19220019583
46,106421.19220019583
47,106421.19220019583
48,106421.19220019583
49,106421.19220019583
50,106421.19220019583
51,106421.19220019583
52,106421.19220019583
53,106421.19220019583
54,106421.19220019583
55,106421.19220019583
56,106421.19220019583
57,106421.19220019583
58,106421.19220019583
59,106421.19220019583
60,106421.19220019583
61,106421.19220019583
62,106421.19220019583
63,106421.19220019583
64,106421.19220019583
65,106421.19220019583
66,106421.19220019583
67,106421.19220019583
68,106421.19220019583
69,106421.19220019583
70,106421.19220019583
71,106421.19220019583
72,106421.19220019583
73,106421.19220019583
74,106421.19220019583
75,106421.19220019583
76,106421.19220019583
77,106421.19220019583
78,106421.19220019583
79,106421.19220019583
80,106421.19220019583
81,106421.19220019583
82,106421.19220019583
83,106421.19220019583
84,106421.19220019583
85,106421.19220019583
86,106421.19220019583
87,106421.19220019583
88,106421.19220019583
89,106421.19220019583
90,106421.19220019583
91,106421.19220019583
92,106421.19220019583
93,106421.19220019583
94,106421.19220019583
95,106421.19220019583
96,106421.19220019583
97,106421.19220019583
98,106421.19220019583
99,106421.19220019583
100,106421.19220019583
101,106421.19220019583
102,106421.19220019583
103,106421.19220019583
104,106421.19220019583
105,106421.19220019583
106,106421.19220019583
107,106421.19220019583
108,106421.19220019583
109,106421.19220019583
110,106421.19220019583
111,106421.19220019583
112,106421.19220019583
113,106421.19220019583
114,106421.19220019583
115,106421.19220019583
116,106421.19220019583
117,106421.19220019583
118,106421.19220019583
119,106421.19220019583
120,106421.19220019583
121,106421.19220019583
122,106421.19220019583
123,106421.19220019583
124,106421.19220019583
125,106421.19220019583
126,106421.19220019583
127,106421.19220019583
128,106421.19220019583
129,106421.19220019583
130,106421.19220019583
131,106421.19220019583
132,106421.19220019583
133,106421.19220019583
134,106421.19220019583
135,106421.19220019583
136,106421.19220019583
137,106421.19220019583
138,106421.19220019583
139,106421.19220019583
140,106421.19220019583
141,106421.19220019583
142,106421.19220019583
143,106421.19220019583
144,106421.19220019583
145,106421.19220019583
146,106421.19220019583
147,106421.19220019583
148,106421.19220019583
149,106421.19220019583
150,106421.19220019583
151,106421.19220019583
152,106421.19220019583
153,106421.19220019583
154,106421.19220019583
155,106421.19220019583
156,106421.19220019583
157,106421.19220019583
158,106421.19220019583
159,106421.19220019583
160,106421.19220019583
161,106421.19220019583
162,106421.19220019583
163,106421.19220019583
164,106421.19220019583
165,106421.19220019583
166,106421.19220019583
167,106421.19220019583
168,106421.19220019583
169,106421.19220019583
170,106421.19220019583
171,106421.19220019583
172,106421.19220019583
173,106421.19220019583
174,106421.19220019583
175,106421.19220019583
176,106421.19220019583
177,106421.19220019583
178,106421.19220019583
179,106421.19220019583
180,106421.19220019583
181,106421.19220019583
182,106421.19220019583
183,106421.19220019583
184,106421.19220019583
185,106421.19220019583
186,106421.19220019583
187,106421.19220019583
188,106421.19220019583
189,106421.19220019583
190,106421.19220019583
191,106421.19220019583
192,106421.19220019583
193,106421.19220019583
194,106421.19220019583
195,106421.19220019583
196,106421.19220019583
197,106421.19220019583
198,106421.19220019583
199,106421.19220019583
200,106421.19220019583
201,106421.19220019583
202,106421.19220019583
203,106421.19220019583
204,106421.19220019583
205,106421.19220019583
206,106421.19220019583
207,106421.19220019583
208,106421.19220019583
209,106421.19220019583
210,106421.19220019583
211,106421.19220019583
212,106421.19220019583
213,106421.19220019583
214,106421.19220019583
215,106421.19220019583
216,106421.19220019583
217,106421.19220019583
218,106421.19220019583
219,106421.19220019583
220,106421.19220019583
221,106421.19220019583
222,106421.19220019583
223,106421.19220019583
224,106421.19220019583
225,106421.19220019583
226,106421.19220019583
227,106421.19220019583
228,106421.19220019583
229,106421.19220019583
230,106421.19220019583
231,106421.19220019583
232,106421.19220019583
233,106421.19220019583
234,106421.19220019583
235,106421.19220019583
236,106421.19220019583
237,106421.19220019583
238,106421.19220019583
239,106421.19220019583
240,106421.19220019583
241,106421.19220019583
242,106421.19220019583
243,106421.19220019583
244,106421.19220019583
245,106421.19220019583
246,106421.19220019583
247,106421.19220019583
248,106421.19220019583
249,106421.19220019583
250,106421.19220019583
251,106421.19220019583
252,106421.19220019583
253,106421.19220019583
254,106421.19220019583
255,106421.19220019583
256,106421.19220019583
257,106421.19220019583
258,106421.19220019583
259,106421.19220019583
260,106421.19220019583
261,106421.19220019583
262,106421.19220019583
263,106421.19220019583
264,106421.19220019583
265,106421.19220019583
266,106421.19220019583
267,106421.19220019583
268,106421.19220019583
269,106421.19220019583
270,106421.19220019583
271,106421.19220019583
272,106421.19220019583
273,106421.19220019583
274,106421.19220019583
275,106421.19220019583
276,106421.19220019583
277,106421.19220019583
278,106421.19220019583
279,106421.19220019583
280,106421.19220019583
281,106421.19220019583
282,106421.19220019583
283,106421.19220019583
284,106421.19220019583
285,106421.19220019583
286,106421.19220019583
287,106421.19220019583
288,106421.19220019583
289,106421.19220019583
290,106421.19220019583
291,106421.19220019583
292,106421.19220019583
293,106421.19220019583
294,106421.19220019583
295,106421.19220019583
296,106421.19220019583
297,106421.19220019583
298,106421.19220019583
299,106421.19220019583
300,106421.19220019583
301,106421.19220019583
302,106421.19220019583
303,106421.19220019583
304,106421.19220019583
305,106421.19220019583
306,106421.19220019583
307,106421.19220019583
308,106421.19220019583
309,106421.19220019583
310,106421.19220019583
311,106421.19220019583
312,106421.19220019583
313,106421.19220019583
314,106421.19220019583
315,106421.19220019583
316,106421.19220019583
317,106421.19220019583
318,106421.19220019583
319,106421.19220019583
320,106421.19220019583
321,106421.19220019583
322,106421.19220019583
323,106421.19220019583
324,106421.19220019583
325,106421.19220019583
326,106421.19220019583
327,106421.19220019583
328,106421.19220019583
329,106421.19220019583
330,106421.19220019583
331,106421.19220019583
332,106421.19220019583
333,106421.19220019583
334,106421.19220019583
335,106421.19220019583
336,106421.19220019583
337,106421.19220019583
338,106421.19220019583
339,106421.19220019583
340,106421.19220019583
341,106421.19220019583
342,106421.19220019583
343,106421.19220019583
344,106421.19220019583
345,106421.19220019583
346,106421.19220019583
347,106421.19220019583
348,106421.19220019583
349,106421.19220019583
350,106421.19220019583
351,106421.19220019583
352,106421.19220019583
353,106421.19220019583
354,106421.19220019583
355,106421.19220019583
356,106421.19220019583
357,106421.19220019583
358,106421.19220019583
359,106421.19220019583
360,106421.19220019583
361,106421.19220019583
362,106421.19220019583
363,106421.19220019583
364,106421.19220019583
365,106421.19220019583
366,106421.19220019583
367,106421.19220019583
368,106421.19220019583
369,106421.19220019583
370,106421.19220019583
371,106421.19220019583
372,106421.19220019583
373,106421.19220019583
374,106421.19220019583
375,106421.19220019583
376,106421.19220019583
377,106421.19220019583
378,106421.19220019583
379,106421.19220019583
380,106421.19220019583
381,106421.19220019583
382,106421.19220019583
383,106421.19220019583
384,106421.19220019583
385,106421.19220019583
386,106421.19220019583
387,106421.19220019583
388,106421.19220019583
389,106421.19220019583
390,106421.19220019583
391,106421.19220019583
392,106421.19220019583
393,106421.19220019583
394,106421.19220019583
395,106421.19220019583
396,106421.19220019583
397,106421.19220019583
398,106421.19220019583
399,106421.19220019583
400,106421.19220019583
