iteration,value
0,5.873363553339142e+56
1,27806232367.907814
2,13219399.185987793
3,13219399.120421762
4,13219398.32545643
5,13219398.151380502
6,13219398.058234941
7,13219397.808183413
8,13219397.786978748
9,13219397.682892106
10,13219397.682892106
11,13219397.590913704
12,82210.44365523294
13,27.19073344522132
14,17.756833101069454
15,17.756833101069454
16,17.756833101069454
17,5.817183172198341
18,1.9225755277015775
19,1.9225755277015775
20,1.9225755277015775
21,1.9225755277015775
22,1.9225755277015775
23,1.916648468028858
24,1.9152254479421262
25,1.914607401018138
26,1.914607401018138
27,1.914607401018138
28,1.914607401018138
29,1.914607401018138
30,1.914607401018138
31,1.914607401018138
32,1.914607401018138
33,1.8944530810077627
34,1.8944530810077627
35,1.8942299938247622
36,1.8942299938247622
37,1.8942299938247622
38,1.8942299938247622
39,1.8942299938247622
40,1.8942299938247622
41,1.8942299938247622
42,1.8942299938247622
43,1.8942299938247622
44,1.8942299938247622
45,1.8942299938247622
46,1.8942299938247622
47,1.8942299938247622
48,1.8942299938247622
49,1.8942299938247622
50,1.8942299938247622
51,1.8942299938247622
52,1.8896163169569924
53,1.8896163169569924
54,1.8896163169569924
55,1.8774657426361157
56,1.8774657426361157
57,1.8774657426361157
58,1.8774657426361157
59,1.8683423034424902
60,1.8683423034424902
61,1.8683423034424902
62,1.8683423034424902
63,1.8683423034424902
64,1.8683423034424902
65,1.8683423034424902
66,1.8613442946154133
67,1.8587810459947427
68,1.8587810459947427
69,1.8587810459947427
70,1.8587810459947427
71,1.8587810459947427
72,1.8587810459947427
73,1.8587810459947427
74,1.8587810459947427
75,1.8587810459947427
76,1.8587810459947427
77,1.8587810459947427
78,1.8587810459947427
79,1.8587810459947427
80,1.8587810459947427
81,1.8587810459947427
82,1.8587810459947427
83,1.8587810459947427
84,1.8587810459947427
85,1.8587810459947427
86,1.2187119790073735
87,1.2187119790073735
88,0.9288854666122083
89,0.765262221033793
90,0.765262221033793
91,0.765262221033793
92,0.765262221033793
93,0.765262221033793
94,0.765262221033793
95,0.765262221033793
96,0.7426025841127267
97,0.7426025841127267
98,0.7426025841127267
99,0.7426025841127267
100,0.7426025841127267
101,0.7426025841127267
102,0.7325235363046272
103,0.7298938136969222
104,0.7265731151801962
105,0.7265731151801962
106,0.7011704979082725
107,0.7011704979082725
108,0.7011704979082725
109,0.7011704979082725
110,0.7011704979082725
111,0.7011704979082725
112,0.6968645581332958
113,0.6968645581332958
114,0.6968645581332958
115,0.6968645581332958
116,0.6968645581332958
117,0.6968645581332958
118,0.6968645581332958
119,0.6968645581332958
120,0.6968645581332958
121,0.6968645581332958
122,0.6968645581332958
123,0.6968645581332958
124,0.6968645581332958
125,0.6968645581332958
126,0.6968645581332958
127,0.6968645581332958
128,0.6968645581332958
129,0.6968645581332958
130,0.6968645581332958
131,0.6968645581332958
132,0.6968645581332958
133,0.6968645581332958
134,0.6968645581332958
135,0.6968645581332958
136,0.6968645581332958
137,0.6968645581332958
138,0.6968645581332958
139,0.6968645581332958
140,0.6968645581332958
141,0.6968645581332958
142,0.6968645581332958
143,0.6968645581332958
144,0.6968645581332958
145,0.6731556652313693
146,0.545198217467733
147,0.545198217467733
148,0.545198217467733
149,0.5189558988916058
150,0.5134912841267578
151,0.5134912841267578
152,0.5134912841267578
153,0.5134912841267578
154,0.5134912841267578
155,0.5134912841267578
156,0.448038392038517
157,0.4322005696942452
158,0.4322005696942452
159,0.4322005696942452
160,0.4322005696942452
161,0.4080816526465229
162,0.4080816526465229
163,0.4080816526465229
164,0.4080816526465229
165,0.4080816526465229
166,0.4080816526465229
167,0.4034109850652131
168,0.4034109850652131
169,0.4034109850652131
170,0.4034109850652131
171,0.4034109850652131
172,0.4034109850652131
173,0.4034109850652131
174,0.4034109850652131
175,0.4034109850652131
176,0.4034109850652131
177,0.4032523444152674
178,0.39479217100536407
179,0.39479217100536407
180,0.39479217100536407
181,0.39479217100536407
182,0.39479217100536407
183,0.39479217100536407
184,0.39479217100536407
185,0.39479217100536407
186,0.39479217100536407
187,0.39479217100536407
188,0.39479217100536407
189,0.39479217100536407
190,0.39479217100536407
191,0.39479217100536407
192,0.39479217100536407
193,0.39479217100536407
194,0.39479217100536407
195,0.39479217100536407
196,0.39479217100536407
197,0.39479217100536407
198,0.39479217100536407
199,0.39479217100536407
200,0.39479217100536407
201,0.39479217100536407
202,0.39479217100536407
203,0.39479217100536407
204,0.39479217100536407
205,0.39479217100536407
206,0.39479217100536407
207,0.39479217100536407
208,0.39479217100536407
209,0.39479217100536407
210,0.39479217100536407
211,0.39479217100536407
212,0.39479217100536407
213,0.39479217100536407
214,0.39479217100536407
215,0.39479217100536407
216,0.39479217100536407
217,0.39479217100536407
218,0.39479217100536407
219,0.39479217100536407
220,0.39479217100536407
221,0.39479217100536407
222,0.39479217100536407
223,0.39479217100536407
224,0.39479217100536407
225,0.39479217100536407
226,0.39479217100536407
227,0.39479217100536407
228,0.39479217100536407
229,0.39479217100536407
230,0.39479217100536407
231,0.39479217100536407
232,0.39479217100536407
233,0.39479217100536407
234,0.39479217100536407
235,0.39479217100536407
236,0.39479217100536407
237,0.39479217100536407
238,0.39479217100536407
